Product Name,PLU,UOM,Step,Rating,Rates Count,Price,Property Clarification,Weight,Nutrients Protein,Nutrients Fat,Nutrients Carbs,Nutrients Calories,Score
Чеснок Рестория сушеный 15г,4115013,шт,1.0,4.94,14916,39.99,15 г,15.0,21.0,3.5,64.0,370.0,8.33
Перец черный Красная цена молотый 20 г,3374968,шт,1.0,4.93,22996,9.99,20 г,20.0,0.0,0.0,0.0,0.0,7.67
Приправа Красная цена для курицы 15 г,3629850,шт,1.0,4.93,18847,7.99,15 г,15.0,8.5,3.0,22.0,150.0,7.0
Приправа Gallina Blanca традиционная универсальная 75г,3002391,шт,1.0,4.94,11445,46.99,75 г,75.0,8.0,0.5,13.0,90.0,5.67
Лист лавровый Красная цена 10г,3346654,шт,1.0,4.91,20051,10.99,10 г,10.0,8.0,8.0,75.0,406.0,2.0
Приправа Рестория для курицы 15г,4115011,шт,1.0,4.93,9399,,15 г,15.0,8.3,4.5,16.0,170.0,7.0
Паприка Kotanyi копченая молотая 25г,3647200,шт,1.0,4.94,7078,94.99,25 г,25.0,0.0,0.0,0.0,0.0,10.0
Приправа Рестория для плова 15г,4115014,шт,1.0,4.92,8916,,15 г,15.0,6.0,6.0,28.0,190.0,6.0
Чеснок Kotanyi измельченный 28г,88781,шт,1.0,4.93,5462,98.99,28 г,28.0,18.0,0.4,55.0,319.0,7.0
Перец Kotanyi черный молотый 20г,88780,шт,1.0,4.93,6234,,20 г,20.0,0.0,0.0,0.0,0.0,10.0
Приправа Красная Цена для мяса 15г,3629851,шт,1.0,4.93,12822,7.99,15 г,15.0,8.0,5.0,20.0,160.0,7.33
Приправа Maggi 10 овощей 75г,3663531,шт,1.0,4.94,6841,,75 г,75.0,2.4,1.1,20.0,108.0,7.0
Приправа Kotanyi для курицы и индейки 30г,88808,шт,1.0,4.93,5007,78.99,30 г,30.0,3.2,2.1,11.0,89.0,6.67
Паприка Kotanyi красная сладкая молотая 25г,3444694,шт,1.0,4.94,4051,,25 г,25.0,15.0,13.0,21.0,336.0,8.0
Корица Kotanyi молотая 25г,88769,шт,1.0,4.94,5070,94.99,25 г,25.0,4.0,1.0,81.0,247.0,6.0
Перец Красная Цена черный горошек 20 г,3374970,шт,1.0,4.92,10940,19.99,20 г,20.0,10.4,3.3,38.6,251.0,6.67
Кунжут Индана 15г,3618904,шт,1.0,4.94,4461,43.49,15 г,15.0,19.0,49.0,12.0,570.0,8.0
Куркума Индана 15г,4265983,шт,1.0,4.94,6539,32.99,15 г,15.0,0.0,0.0,10.0,40.0,7.0
Лист лавровый Kotanyi отборный 5г,88772,шт,1.0,4.92,5415,84.99,5 г,5.0,7.6,8.4,48.7,313.0,2.0
Перец Красная цена красный острый молотый 20г,3395225,шт,1.0,4.92,9148,11.99,20 г,20.0,0.0,0.0,0.0,0.0,6.33
Базилик Рестория 7г,4352606,шт,1.0,4.91,4744,24.99,7 г,7.0,0.0,0.0,0.0,0.0,5.33
Перец молотый Рестория черный 50г,4167077,шт,1.0,4.94,6580,90.99,50 г,50.0,11.0,1.5,53.0,307.0,7.67
Приправа Индана Карри 15г,3172917,шт,1.0,4.93,4814,45.99,15 г,15.0,10.0,8.0,46.0,300.0,7.0
Зажарка Maggi с морковью и луком 60г,3262301,шт,1.0,4.93,4272,,60 мл,60.0,4.1,4.7,44.0,260.0,5.33
Приправа Рестория для рыбы 15г,4351836,шт,1.0,4.9,4111,43.99,15 г,15.0,0.0,0.0,0.0,0.0,8.0
Приправа Kotanyi 4 перца 20г,3386024,шт,1.0,4.93,4629,,20 г,20.0,11.0,1.8,56.0,318.0,5.33
Приправа Индана Прованские травы 15г,4035397,шт,1.0,4.93,5074,,15 г,15.0,6.0,4.0,29.0,170.0,8.0
Перец Kotanyi черный горошком 20г,88779,шт,1.0,4.94,3689,,20 г,20.0,11.0,1.5,53.0,306.0,8.0
"Приправа Maggi с томатами, базиликом и чесноком 20г",4288209,шт,1.0,4.91,1741,,20 г,20.0,10.0,4.4,50.0,302.0,7.0
Приправа Рестория Итальянские травы 15г,4347961,шт,1.0,4.93,4626,,15 г,15.0,0.0,0.0,0.0,0.0,9.0
Смесь перцев Рестория дробленая 15г,4167078,шт,1.0,4.93,5577,,15 г,15.0,0.0,0.0,0.0,0.0,8.0
Перец Индана душистый горошек 10г,69126,шт,1.0,4.93,4062,,10 г,10.0,0.0,0.0,0.0,0.0,8.0
Приправа Gallina Blanca 15 овощей универсальная 75г,2145783,шт,1.0,4.93,4924,,75 г,75.0,7.5,2.0,20.0,190.0,7.0
Петрушка Индана Пряная зелень сушеная 7г,3010673,шт,1.0,4.93,4772,,7 г,7.0,27.0,5.5,51.0,360.0,8.33
Корица Dr. Bakers молотая 8г,4272727,шт,1.0,4.93,4173,,8 г,8.0,4.0,3.0,56.0,315.8,4.0
Приправа Рестория универсальная 75г,4297838,шт,1.0,4.92,4906,48.99,75 г,75.0,1.0,0.1,13.0,60.0,5.67
Имбирь Kotanyi молотый 15г,3368500,шт,1.0,4.92,2134,97.99,15 г,15.0,7.4,3.3,60.0,316.0,8.33
Приправа Kotanyi кавказские травы 9г,3614555,шт,1.0,4.94,4394,,9 г,9.0,19.0,3.2,38.0,303.0,5.33
Кумин Рестория целый 15г,4115015,шт,1.0,4.94,5371,48.99,15 г,15.0,13.0,4.1,22.0,236.0,8.0
Перец Kotanyi душистый горошком 15г,88760,шт,1.0,4.94,3462,,15 г,15.0,6.1,8.7,51.0,348.0,3.67
Приправа Kotanyi 4 перца в мельнице 35г,89000,шт,1.0,4.94,3744,199.99,35 г,35.0,10.0,3.2,56.0,319.0,6.33
Кунжут Националь семена 150г,3486620,шт,1.0,4.91,3283,129.99,150 г,150.0,19.0,49.0,12.0,570.0,8.0
Гвоздика Рестория целая 15г,4167079,шт,1.0,4.93,4604,76.99,15 г,15.0,0.0,0.0,0.0,0.0,8.0
Приправа Kotanyi Шашлык на углях для гриля и шашлыка 30г,88814,шт,1.0,4.91,3148,78.99,30 г,30.0,6.6,4.2,18.0,148.0,7.0
Розмарин Kotanyi нарезанный 15г,3368505,шт,1.0,4.92,2686,,15 г,15.0,5.8,7.9,27.0,298.0,4.0
Перец Рестория черный горошек 50г,4115012,шт,1.0,4.93,3773,,50 г,50.0,0.0,0.0,0.0,0.0,10.0
Перец Рестория красный молотый 15г,4167108,шт,1.0,4.92,3899,,15 г,15.0,16.0,11.0,9.4,285.0,6.0
Смесь перцев Kotanyi дробленая 12г,3447385,шт,1.0,4.94,2959,79.99,12 г,12.0,9.9,7.8,52.1,283.0,5.67
Перец Kotanyi черный в мельнице 36г,89001,шт,1.0,4.93,1301,199.99,36 г,36.0,10.9,3.3,52.0,311.0,8.0
Петрушка Рестория сушеная 7г,4363453,шт,1.0,4.91,828,35.99,7 г,7.0,0.0,0.0,0.0,0.0,9.0
Кориандр Kotanyi целый 20г,3480541,шт,1.0,4.93,2733,94.99,20 г,20.0,12.0,18.0,26.0,371.0,4.0
Приправа Kotanyi зелень для супа нарезанная 24г,3485116,шт,1.0,4.91,1557,,24 г,24.0,11.0,2.0,33.0,240.0,6.67
Приправа Vegeta с овощами универсальная 75г,10003,шт,1.0,4.93,499,129.99,75 г,75.0,8.5,0.4,32.0,160.0,5.67
Приправа Индана Лимонный перец 15г,4289965,шт,1.0,4.93,1768,43.99,15 г,15.0,6.0,1.0,42.0,200.0,6.0
Приправа Индана для шашлыка классическая 50г,4119892,шт,1.0,4.92,3649,,50 г,50.0,8.0,5.0,42.0,250.0,7.0
Мускатный орех Индана молотый 15г,3010670,шт,1.0,4.91,1552,,15 г,15.0,7.0,33.0,50.0,475.0,2.0
Приправа Kotanyi для глинтвейнов и пуншей классическая 10г,67106,шт,1.0,4.87,281,,30 г,30.0,5.5,5.9,58.1,350.0,7.0
Приправа Kotanyi чеснок-травы-соль в мельнице 50г,2058397,шт,1.0,4.92,731,199.99,50 г,50.0,7.5,0.0,33.0,173.0,8.0
Приправа Kotanyi Прованские травы 10г,4354109,шт,1.0,4.92,423,81.49,10 г,10.0,14.0,4.0,22.0,262.0,8.0
Приправа Kotanyi Итальянские травы в мельнице 48г,67129,шт,1.0,4.93,916,,50 г,50.0,2.3,2.3,13.0,94.0,7.0
Приправа Kotanyi чили острый в мельнице 35г,67128,шт,1.0,4.93,713,199.99,35 г,35.0,6.0,8.5,8.5,188.0,6.67
Лук Kotanyi репчатый сушеный 20г,4189649,шт,1.0,4.93,134,92.99,20 г,20.0,13.0,2.0,61.0,347.0,5.33
Шафран Kotanyi натуральный 0.12г,3292241,шт,1.0,4.83,106,,12 г,12.0,11.4,5.9,62.0,357.0,6.0
Смесь сухая Maggi На второе для сочной курицы с чесноком 38г,2138608,шт,1.0,4.94,7826,99.99,38 г,38.0,6.4,3.4,54.0,291.0,6.67
Смесь сухая Maggi На второе для нежного филе куриной грудки с чесноком и травами 30г,3472642,шт,1.0,4.94,5681,99.99,30 г,30.0,4.0,38.0,29.0,488.0,4.0
Смесь сухая Maggi На второе для плова с курицей 24г,90991,шт,1.0,4.93,6836,72.99,24 г,24.0,6.4,3.8,43.0,264.0,5.0
Смесь сухая Maggi На второе для гуляша 37г,3182060,шт,1.0,4.94,6687,68.99,37 г,37.0,8.9,4.3,60.0,331.0,5.0
Смесь сухая Maggi На второе для макарон в томатно-мясном соусе болонез 30г,2062462,шт,1.0,4.94,6357,68.99,30 г,30.0,11.0,4.3,55.0,317.0,7.0
Смесь сухая Maggi На второе для румяной картошечки по-деревенски с соусом тартар 29г,3648576,шт,1.0,4.94,5626,,29 г,29.0,5.7,3.3,59.0,304.0,6.0
Смесь сухая Maggi На второе для гречки по-купечески томленой со свининой 41г,2150490,шт,1.0,4.93,5500,79.99,41 г,41.0,7.2,5.3,52.0,301.0,7.33
Смесь сухая Maggi На второе для нежного филе куриной грудки по-итальянски 30г,3472641,шт,1.0,4.93,5215,99.99,31 г,31.0,7.0,33.0,28.0,456.0,6.67
Смесь сухая Maggi На второе для макарон в сливочно-сырном соусе с курицей и грибами 30г,3501082,шт,1.0,4.93,4949,78.99,30 г,30.0,4.1,2.8,68.0,319.0,5.33
Смесь сухая Maggi На второе для котлет 54г,2111806,шт,1.0,4.93,4674,79.99,54 г,54.0,9.9,4.2,60.0,325.0,6.67
Смесь сухая Maggi На второе для сочной курицы с паприкой 34г,2138610,шт,1.0,4.93,5071,99.99,34 г,34.0,7.1,5.1,48.0,294.0,6.0
Смесь сухая Maggi На второе для куриных крылышек барбекю 24г,3301262,шт,1.0,4.92,4159,,24 г,24.0,5.0,2.1,62.0,292.0,3.33
Смесь Maggi На второе для приготовления курицы в сливочно-чесночном соусе сухая 26г,4342281,шт,1.0,4.93,4531,76.99,26 г,26.0,6.5,2.2,60.0,298.0,6.0
Смесь Maggi Макароны по-флотски 26г,4342294,шт,1.0,4.84,2325,73.99,26 г,26.0,7.0,2.6,52.0,283.0,4.0
Смесь сухая Maggi На второе для сочного цыпленка табака 47г,3337188,шт,1.0,4.93,923,99.99,47 г,47.0,7.1,5.0,57.0,312.0,6.0
Смесь панировочная Гурмикс для приготовления хрустящей курочки 240г,4054357,шт,1.0,4.84,933,164.99,240 г,240.0,9.0,1.0,69.0,320.0,5.0
Заправка Maggi для борща свекольно-томатная пастеризованная 250г,2138599,шт,1.0,4.94,10503,81.99,250 г,250.0,1.9,0.77,19.0,99.0,7.0
Бульон Maggi Домашний с курицей в порошке 75г,4353864,шт,1.0,4.92,8357,33.99,75 г,75.0,0.87,2.2,26.0,132.0,4.0
Бульон Maggi Золотой с курицей в кубиках 72г,3921043,шт,1.0,4.93,10197,45.99,72 г,72.0,2.3,7.1,44.0,251.0,5.67
Водоросли морские Sen Soy Premium Суши-нори 28г,3143479,шт,1.0,4.89,5140,249.99,28 г,28.0,40.0,2.0,40.0,340.0,7.0
Бульон Ролтон Домашний говяжий 90г,4312467,шт,1.0,4.94,8635,39.99,90 г,90.0,1.5,1.5,14.5,76.5,4.33
Смесь панировочная Красная цена 200г,3636784,шт,1.0,4.9,8898,42.99,200 г,200.0,11.0,1.5,68.0,330.0,6.67
Заправка Maggi для солянки пастеризованная 180г,3674575,шт,1.0,4.92,4154,119.99,180 г,180.0,1.5,1.8,15.0,86.0,4.67
Заправка Sen Soy для морковки по-корейски 80г,3375124,шт,1.0,4.9,3875,54.99,80 г,80.0,2.5,6.0,31.0,190.0,5.33
Бульон Доширак со вкусом курицы 90г,4130875,шт,1.0,4.9,4402,,90 г,90.0,1.4,1.1,15.8,78.7,4.67
Бульон Роллтон Домашний куриный 90г,4312466,шт,1.0,4.95,14178,,90 г,90.0,1.5,1.5,16.0,80.0,4.0
Бульон Доширак со вкусом говядины 90г,4143726,шт,1.0,4.9,2293,,90 г,90.0,1.4,1.1,15.8,78.7,2.67
Соль Щепотка Чесночная пищевая 120г,4256519,шт,1.0,4.92,674,93.99,120 г,120.0,0.0,0.0,0.0,0.0,8.0
Масло подсолнечное Слобода рафинированное дезодорированное 1л,21676,шт,1.0,4.94,35790,,1 л,1000.0,0.0,99.9,0.0,899.0,5.0
Масло Altero подсолнечное с добавлением оливкового 810мл,85884,шт,1.0,4.95,32543,157.99,810 мл,810.0,0.0,99.9,0.0,899.0,6.67
Масло Красная цена подсолнечное рафинированное 0.9л,3387522,шт,1.0,4.93,74320,89.99,900 мл,900.0,0.0,99.9,0.0,899.0,6.67
Масло Золотая семечка подсолнечное рафинированное 1л,64128,шт,1.0,4.94,25305,153.99,1 л,1000.0,0.0,99.9,0.0,899.0,7.33
Масло подсолнечное Слобода рафинированное 1.8л,2147548,шт,1.0,4.95,13438,279.99,1.8 л,180.0,0.0,99.9,0.0,899.0,6.67
Масло Золотая Семечка подсолнечное рафинированное 500мл,2046261,шт,1.0,4.93,18662,68.99,500 мл,500.0,0.0,100.0,0.0,899.0,6.0
Масло Олейна подсолнечное рафинированное дезодорированное 1с 1л,23714,шт,1.0,4.94,18361,158.99,1 л,1000.0,0.0,99.9,0.0,899.0,6.67
Масло подсолнечное Благо дезодорированное вымороженное 1л,2043188,шт,1.0,4.93,17911,153.99,1 л,1000.0,0.0,99.9,0.0,899.0,6.33
Масло Селяночка подсолнечное рафинированное дезодорированное 1л,4046926,шт,1.0,4.94,17111,153.99,1 л,1000.0,0.0,99.9,0.0,899.0,5.33
Масло Селяночка подсолнечное нерафинированное 650мл,4325082,шт,1.0,4.93,8553,169.99,650 мл,650.0,0.0,99.8,0.0,898.0,8.0
Масло подсолнечное Олейна рафинированное дезодорированное 1 сорт 2л,3454645,шт,1.0,4.93,4549,329.99,2 л,2000.0,0.0,99.9,0.0,899.0,6.67
Масло подсолнечное Ideal рафинированное дезодорированное 1л,6275,шт,1.0,4.94,7084,124.99,1 л,1000.0,0.0,99.9,0.0,899.0,5.33
Масло подсолнечное Слобода с добавлением оливкового 1л,3437316,шт,1.0,4.94,9190,,1 л,1000.0,0.0,99.9,0.0,899.0,6.67
Масло растительное Сарепта Горчичное нерафинированное холодного отжима 500мл,3660426,шт,1.0,4.91,1924,98.99,500 мл,500.0,1.0,100.0,1.0,900.0,8.0
Масло Altrero Almond подсолнечное рафинированное с добавлением миндального 810мл,4063704,шт,1.0,4.92,2052,,810 мл,810.0,0.0,99.9,0.0,899.0,6.33
Масло Mr. Ricco подсолнечное рафинированное дезодорированное 1л,3613392,шт,1.0,4.88,139,,1 л,1000.0,0.0,99.9,0.0,899.0,7.0
Масло оливковое Olivea Extra Virgin нерафинированное первого холодного отжима 500мл,4343609,шт,1.0,4.86,812,599.99,500 мл,500.0,0.0,99.8,0.0,898.0,9.0
Масло оливковое Filippo Berio Extra Virgin 0.5л,2153521,шт,1.0,4.91,1846,973.99,500 мл,500.0,0.0,100.0,0.0,900.0,8.0
Масло Global Village оливковое рафинированное для жарки и фритюра 0.75л,4047519,шт,1.0,4.9,1630,604.99,750 мл,750.0,0.0,100.0,0.0,900.0,5.67
Масло оливковое Global Village 250мл,4082388,шт,1.0,4.9,900,,250 мл,250.0,0.0,92.0,0.0,825.0,8.33
Масло Global Village Extra Virgin оливковое 0.5л,3229764,шт,1.0,4.88,1202,859.99,500 мл,500.0,0.0,99.7,0.0,897.0,9.33
Масло оливковое Global Village Classic универсальное 500мл,3605876,шт,1.0,4.91,1371,736.99,500 мл,500.0,0.0,100.0,0.0,900.0,8.0
Масло Borges оливковое Extra virgin original 0.5л,27062,шт,1.0,4.91,828,1079.0,500 мл,500.0,0.0,100.0,0.0,90.0,8.0
Масло льняное Селяночка нерафинированное 250мл,4326573,шт,1.0,4.89,4486,175.99,250 мл,250.0,0.0,99.7,0.0,898.0,8.0
Масло Global Village виноградное рафинированное 250мл,4047875,шт,1.0,4.9,1190,295.99,250 мл,250.0,0.0,100.0,0.0,900.0,6.0
Масло кунжутное Ароматы жизни нерафинированное 250мл,3387133,шт,1.0,4.92,225,289.99,250 мл,250.0,0.0,99.8,0.0,898.0,8.33
Масло Ibero рапсовое рафинированное с добавлением оливкового масла нерафинированного 500мл,4355759,шт,1.0,4.83,463,509.99,500 мл,500.0,0.0,100.0,0.0,900.0,6.33
Кофе растворимый Monarch Original натуральный сублимированный 190г,4291309,шт,1.0,4.94,18717,,190 г,190.0,15.1,0.2,6.1,135.0,7.67
Напиток кофейный Nescafé 3в1 мягкий растворимый 14.5г,4055790,шт,1.0,4.93,25248,17.99,15 г,15.0,1.3,13.0,77.0,435.0,5.0
Напиток кофейный Nescafé 3в1 классик растворимый 14.5г,4055789,шт,1.0,4.93,23272,17.99,15 г,15.0,1.4,12.0,78.0,434.0,4.0
Напиток кофейный Nescafé 3в1 карамель растворимый 14.5г,4055787,шт,1.0,4.92,19345,16.99,15 г,15.0,1.5,13.0,74.0,434.0,3.67
Кофе Jardin Colombia Medellin растворимый сублимированный 95г,3019914,шт,1.0,4.93,9311,274.99,95 г,95.0,15.0,3.0,0.0,92.0,8.0
Напиток кофейный Nescafé латте растворимый 18г,3928181,шт,1.0,4.93,19707,26.99,18 г,18.0,1.4,12.0,80.0,435.0,5.67
Напиток кофейный Nescafé Classic Cappuccino растворимый 18г,3928180,шт,1.0,4.93,22184,26.99,18 г,18.0,2.1,12.0,77.0,428.0,5.67
Кофе Nescafe Gold растворимый 190г,3928172,шт,1.0,4.94,9150,527.99,190 г,190.0,14.0,0.9,54.9,284.0,6.0
Кофе Nescafé Classic Crema растворимый 95г,3485301,шт,1.0,4.92,5822,235.99,95 г,95.0,7.8,0.2,3.1,45.0,7.33
Напиток кофейный MacCoffee the Original растворимый 3в1 10x20г,3072006,шт,1.0,4.93,7693,149.99,200 г,200.0,2.0,11.0,81.0,430.0,5.0
Кофе растворимый Monarch Original 1.8г,4315505,шт,1.0,4.93,11352,14.99,2 г,2.0,14.5,0.2,6.1,135.0,6.67
Кофе растворимый Monarch Original натуральный сублимированный 95г,4291296,шт,1.0,4.93,6939,357.99,95 г,95.0,15.1,0.2,6.1,135.0,7.67
Напиток кофейный MacCoffee Cappuccino di Torino 3в1 растворимый с темным шоколадом 5х25.5г,4089587,шт,1.0,4.93,4154,119.99,128 г,128.0,2.9,9.9,83.4,434.0,5.67
Кофе растворимый Monarch Original натуральный сублимированный 210г,4307722,шт,1.0,4.94,6058,549.99,210 г,210.0,14.5,0.2,6.1,135.0,8.0
Кофейный напиток растворимый Monarch Classic 3в1 13.5г,4322990,шт,1.0,4.92,14824,17.99,14 г,14.0,1.9,11.0,78.0,420.0,4.67
Кофе Nescafé Gold растворимый 190г,3658915,шт,1.0,4.94,10128,487.99,190 г,190.0,7.0,0.2,9.0,63.0,6.67
Кофе Московская кофейня на паяхъ Суаре растворимый сублимированный 95г,2104661,шт,1.0,4.93,8721,329.99,95 г,95.0,0.0,0.0,0.0,0.0,6.0
Кофе Nescafe Classic Crema растворимый 120г,4204867,шт,1.0,4.92,4233,264.99,120 г,120.0,8.0,0.2,3.0,45.0,7.33
Кофе Jardin Guatemala Atitlan растворимый сублимированный 95г,3024428,шт,1.0,4.93,5993,296.99,95 г,95.0,0.0,0.0,0.0,0.0,6.0
Кофе растворимый Monarch Caramel натуральный сублимированный 95г,4291329,шт,1.0,4.92,4779,357.99,95 г,95.0,16.0,0.5,10.0,109.0,6.0
Кофе Nescafe Classic растворимый 60г,4035370,шт,1.0,4.91,7988,164.99,60 г,60.0,8.0,1.0,3.0,126.0,6.67
Кофейный напиток Carte Noire Cappuccino растворимый 15г,4110055,шт,1.0,4.92,13959,29.99,15 г,15.0,4.6,10.0,76.0,415.0,3.33
Кофе растворимый Monarch Miligrano натуральный сублимированный c добавлением натурального молотого 70г,4323146,шт,1.0,4.92,4825,267.99,70 г,70.0,0.0,0.0,0.0,0.0,6.0
Кофе Красная Цена растворимый сублимированный 70г,4007767,шт,1.0,4.89,7215,107.99,70 г,70.0,0.0,0.0,0.0,0.0,5.0
Кофе растворимый Nescafe Classic Crema 190г,4249220,шт,1.0,4.94,5498,389.99,190 г,190.0,7.8,0.2,3.1,45.0,5.67
Кофе растворимый Migel Gold 70г,4257171,шт,1.0,4.92,10915,186.99,70 г,70.0,0.0,0.0,0.0,0.0,6.33
Кофе растворимый Monarch Velour натуральный порошкообразный 70г,4291317,шт,1.0,4.91,4565,,70 г,70.0,15.1,0.2,6.1,135.0,7.0
Кофе растворимый Monarch Miligrano натуральный сублимированный c добавлением натурального жареного молотого 90г,4307708,шт,1.0,4.91,4071,327.99,90 г,90.0,14.5,2.3,9.2,116.0,6.67
Кофе Carte Noire натуральный растворимый сублимированный 95г,3158299,шт,1.0,4.92,4384,516.99,95 г,95.0,15.1,0.2,6.1,135.0,6.33
Кофе растворимый Fresco Arabica Solo натуральный сублимированный 190г,4271400,шт,1.0,4.93,7334,549.99,190 г,190.0,0.0,0.0,0.0,0.0,6.67
Кофе Nescafe Gold натуральный растворимый сублимированный с добавлением натурального жаренного кофе 48г,3658914,шт,1.0,4.93,4972,219.99,48 г,48.0,0.0,0.0,0.0,0.0,6.67
Кофе Nescafé Gold Barista растворимый 75г,3419750,шт,1.0,4.92,4668,275.99,75 г,75.0,0.0,0.0,5.0,50.0,6.33
Кофе Московская кофейня на паяхъ арабика натуральный растворимый сублимированный 95г,2104654,шт,1.0,4.93,4924,459.99,95 г,95.0,0.3,0.0,0.0,4.0,5.67
Кофе растворимый Monarch Tropical Selection натуральный сублимированный 180г,4291327,шт,1.0,4.94,6564,549.99,180 г,180.0,15.1,0.2,6.1,135.0,6.33
Кофе Venetto натуральный растворимый 95г,4069896,шт,1.0,4.85,4916,274.99,95 г,95.0,9.4,2.4,10.0,87.0,6.0
Кофейный напиток Nescafe Classic 3в1 растворимый 9х14.5г,4339703,шт,1.0,4.9,3916,129.99,9 шт,130.0,1.4,12.0,78.0,434.0,4.67
Кофе растворимый Monarch Original натуральный сублимированный 47.5г,4291313,шт,1.0,4.91,4177,199.99,48 г,48.0,15.1,0.2,6.1,135.0,8.0
Кофе Черная Карта Gold натуральный растворимый сублимированный 150г,3496293,шт,1.0,4.9,4224,367.99,150 г,150.0,0.0,0.0,0.0,0.0,5.67
Кофе растворимый Monarch Original 75г,4315502,шт,1.0,4.92,4651,249.99,75 г,75.0,14.5,0.2,6.1,135.0,6.33
Кофе Ambassador Platinum натуральный растворимый сублимированный 190г,4047568,шт,1.0,4.93,4714,516.99,190 г,190.0,0.0,0.0,0.0,0.0,6.67
Кофе растворимый Venetto сублимированный 95г,4020246,шт,1.0,4.91,5787,274.99,95 г,95.0,15.0,3.0,7.0,92.0,6.0
Кофе Jardin Голд растворимый сублимированный 190г,4110096,шт,1.0,4.93,5068,527.99,190 г,190.0,0.0,0.0,0.0,92.0,6.67
Кофе Migel Gold растворимый сублимированный 75г,3437483,шт,1.0,4.89,4426,175.99,75 г,75.0,0.0,0.0,0.0,0.0,7.0
Кофе Nescafe Classic растворимый 190г,4035364,шт,1.0,4.89,3153,384.99,190 г,190.0,8.2,0.9,9.0,57.1,6.33
Кофе растворимый Nescafe Gold Aroma Intenso с добавлением молотого 170г,4190374,шт,1.0,4.93,4280,494.99,170 г,170.0,8.0,1.0,3.0,126.0,6.67
Кофе растворимый Venetto сублимированный 190г,4126382,шт,1.0,4.92,4717,472.99,190 г,190.0,0.0,0.0,0.0,0.0,6.0
Кофе Nescafé Gold растворимый 95г,3659496,шт,1.0,4.91,3347,348.99,95 г,95.0,7.8,0.2,3.1,45.0,7.0
Кофе Nescafe Classic растворимый 320г,4146703,шт,1.0,4.9,2538,583.99,320 г,320.0,0.0,0.0,0.0,0.0,7.33
Кофе Bushido Original натуральный растворимый сублимированный 100г,2141879,шт,1.0,4.93,1399,846.99,100 г,100.0,0.0,0.0,0.0,0.0,7.0
Кофе растворимый Monarch Original Intense натуральный сублимированный 95г,4291299,шт,1.0,4.92,4495,357.99,95 г,95.0,15.1,0.2,6.1,135.0,6.33
Кофе Жокей Триумф растворимый сублимированный 95г,2114118,шт,1.0,4.9,3688,263.99,95 г,95.0,0.0,0.0,0.0,0.0,6.67
Кофе растворимый Monarch Tropical Selection натуральный сублимированный 90г,4291303,шт,1.0,4.92,2560,,90 г,90.0,15.1,0.2,6.1,135.0,7.67
Кофе растворимый Jardin Gold сублимированный 240г,4300394,шт,1.0,4.88,578,,240 г,240.0,0.0,0.0,0.0,0.0,6.67
Набор кофе Monarch Black Pepper + Ginger&Turmeric натуральный растворимый порошкообразный 2х45г,4376012,шт,1.0,4.77,667,399.99,90 г,90.0,14.6,0.1,10.3,101.0,8.0
Кофе растворимый Venetto Intense сублимированный 95г,4181888,шт,1.0,4.88,3772,274.99,95 г,95.0,0.0,0.0,0.0,0.0,6.0
Кофе Nescafé Gold растворимый 130г,3928171,шт,1.0,4.89,1703,422.99,130 г,130.0,7.0,0.2,9.0,63.0,6.67
Кофе растворимый Migel Classic натуральный гранулированный 75г,3437484,шт,1.0,4.84,2091,149.99,75 г,75.0,0.0,0.0,0.0,0.0,6.67
Кофе Nescafé Gold Barista растворимый 85г,3419749,шт,1.0,4.89,1939,362.99,85 г,85.0,0.0,1.0,3.0,126.0,6.67
Кофе растворимый Carte Noire Elegant натуральный сублимированный 95г,4112949,шт,1.0,4.89,469,499.99,95 г,95.0,15.1,0.2,6.1,135.0,7.67
Напиток кофейный Jardin Americano растворимый 8х15г,4230256,шт,1.0,4.93,210,,8 шт,120.0,6.5,14.2,74.5,452.0,3.67
Кофе Жокей По-восточному натуральный жареный молотый 250г,29278,шт,1.0,4.91,5794,253.99,250 г,250.0,0.0,0.0,0.0,0.0,6.33
Кофе молотый Monarch Original натуральный жареный 230г,4291307,шт,1.0,4.91,4227,362.99,230 г,230.0,13.9,14.4,2.8,218.0,6.67
Кофе молотый Mehmet Efendi жареный 100г,4265692,шт,1.0,4.92,5183,217.99,100 г,100.0,17.6,11.5,39.1,330.0,6.33
Кофе Lavazza Crema e Gusto молотый 250г,72112,шт,1.0,4.9,3073,439.99,250 г,250.0,13.9,14.4,12.6,244.1,6.67
Кофе Lebo Принц Лебо арабика молотый для турки 100г,3014322,шт,1.0,4.92,4103,197.99,100 мл,100.0,0.0,0.0,0.0,97.5,6.33
Кофе молотый Живой Кофе Arabica жареный 200г,3468109,шт,1.0,4.81,3648,269.99,200 г,200.0,13.9,14.4,4.1,223.0,6.67
Кофе Jardin Americano Crema молотый 250г,3493712,шт,1.0,4.9,2556,349.99,250 г,250.0,13.0,14.0,4.0,200.0,6.67
Кофе Egoiste Espresso молотый 250г,3395340,шт,1.0,4.92,2652,569.99,250 г,250.0,0.0,0.0,0.0,0.0,6.67
Кофе Fresco Arabica Blend жареный молотый 250г,4166073,шт,1.0,4.88,2784,329.99,250 г,250.0,0.0,0.0,0.0,0.0,6.67
Кофе Venetto молотый натуральный жареный 250г,3900893,шт,1.0,4.83,2225,329.99,250 г,250.0,0.0,0.0,0.0,0.0,6.67
