Product Name,PLU,UOM,Step,Rating,Rates Count,Price,Property Clarification,Weight,Nutrients Protein,Nutrients Fat,Nutrients Carbs,Nutrients Calories,Score
Багет традиционный 230г,78030107,шт,1.0,4.88,36893,39.99,230 г,230.0,8.0,13.0,34.0,280.0,5.0
Чиабатта Рустик 290г,78030460,шт,1.0,4.93,35506,59.99,290 г,290.0,7.82,0.83,42.17,207.0,6.67
Багет чесночный 158г,78030124,шт,1.0,4.93,29609,64.99,158 г,158.0,6.7,11.0,45.0,305.8,7.33
Хлеб пшеничный 390г,78030901,шт,1.0,4.87,12107,59.99,390 г,390.0,7.5,3.0,48.0,250.0,6.0
Багет мини 120г,3383605,шт,1.0,4.9,20670,25.99,120 г,120.0,7.5,2.9,51.4,262.0,6.0
Хлеб Маг с семечками 390г,78010680,шт,1.0,4.86,5128,69.99,390 г,390.0,10.0,8.0,45.0,300.0,7.0
Хлебушек заварной бездрожжевой 315г,78006726,шт,1.0,4.85,7388,65.99,315 г,315.0,6.6,1.0,51.8,248.0,6.67
Батон Коломенское Нарезной нарезка 400г,2065120,шт,1.0,4.94,57057,74.99,400 г,400.0,7.5,2.9,51.4,265.0,7.67
Батон Хлебный Дом Звездный нарезка 350г,3985404,шт,1.0,4.93,31094,56.99,350 г,350.0,7.8,2.7,52.9,271.0,6.33
Батон Черемушки нарезка 400г,2149542,шт,1.0,4.93,33060,66.99,400 г,400.0,7.5,3.0,51.4,265.0,5.33
Батон Селяночка нарезной 200г,4096143,шт,1.0,4.91,15445,29.99,200 г,200.0,7.5,3.0,51.0,260.0,7.0
Хлеб Красная Цена Белый 380г,3219524,шт,1.0,4.89,31378,20.99,380 г,380.0,7.9,0.8,50.8,242.0,5.67
Батон Хлебный Дом Утренний нарезка 400г,3353197,шт,1.0,4.89,5112,78.99,400 г,400.0,7.4,2.3,51.3,260.0,7.67
Батон Нижегородский хлеб Подмосковный 380г,3684709,шт,1.0,4.9,5280,41.99,380 г,380.0,7.5,2.6,50.6,256.0,7.33
Хлеб Черемушки Столичный нарезка 330г,4049144,шт,1.0,4.93,22962,50.59,330 г,330.0,7.0,1.2,45.8,222.0,7.0
Хлеб Селяночка Бородинский нарезка половина 350г,3219554,шт,1.0,4.9,12275,39.99,350 г,350.0,7.0,1.5,40.0,200.0,8.0
Хлеб Черемушки Бородинский нарезка 390г,2149541,шт,1.0,4.91,9326,64.99,390 г,390.0,6.8,1.3,41.5,207.0,8.0
Хлеб Коломенское Бородинский нарезка 400г,2065124,шт,1.0,4.91,5865,59.99,400 г,400.0,6.5,1.0,42.0,200.0,8.0
Хлеб Черемушки Московский 340г,4010437,шт,1.0,4.89,4960,54.99,340 г,340.0,7.0,1.0,46.0,220.0,5.67
Хлеб Зерница ржано-пшеничный бездрожжевой нарезка 300г,4109830,шт,1.0,4.87,3308,57.99,300 г,300.0,7.0,1.0,48.0,230.0,5.0
Хлеб Рижский хлеб Крестьянский бездрожжевой заварной подовый 300г,3357380,шт,1.0,4.86,2698,67.99,300 г,300.0,6.5,1.0,46.0,220.0,8.0
Хлеб Хлебный Дом Марьин заварной 350г,3372334,шт,1.0,4.92,4188,114.99,350 г,350.0,6.1,1.0,43.9,213.0,7.33
Хлеб Дарницкий нарезка 160г,4355964,шт,1.0,4.85,2948,19.99,160 г,160.0,6.5,1.0,41.0,200.0,8.0
Хлеб Рижский Хлеб Бородинский 300г,3484091,шт,1.0,4.92,3164,97.99,300 г,300.0,6.0,1.0,52.0,250.0,8.0
Хлеб Рижский хлеб Ароматный подовый 300г,3484089,шт,1.0,4.9,1902,79.99,300 г,300.0,7.5,1.0,46.0,250.0,8.33
Хлеб Коломенское Даниловский зерновой 300г,3696941,шт,1.0,4.93,14119,,300 г,300.0,9.5,6.0,46.0,280.0,7.33
Хлеб Сибирский пекарь зерновой мультизлаковый со льном нарезка 280г,4103219,шт,1.0,4.9,5425,59.99,280 г,280.0,6.2,2.3,48.9,228.0,6.67
Хлебцы Коломенское зерновые 260г,3643557,шт,1.0,4.94,6897,,260 г,260.0,13.0,14.0,44.0,350.0,8.0
Хлеб Черемушки Зерновик нарезка 460г,3498077,шт,1.0,4.91,5299,119.99,460 г,460.0,12.0,10.0,38.0,290.0,6.67
Батон Черемушки Полюшко нарезка 300г,3506194,шт,1.0,4.93,6138,89.99,300 г,300.0,8.0,7.5,40.0,270.0,6.0
Хлебец Энергия здоровья Подовый с зернами и семенами нарезка 300г,3476555,шт,1.0,4.93,7608,99.99,300 г,300.0,9.9,6.4,44.1,278.0,8.0
Хлеб Хлебозавод 28 Для Фитнеса нарезка 300г,4018850,шт,1.0,4.9,4017,75.99,300 г,300.0,10.0,6.5,45.0,285.0,7.0
Хлеб сандвичный Harry's American Sandwich пшеничный нарезка 470г,2061861,шт,1.0,4.92,16316,129.99,470 г,470.0,8.0,6.0,48.0,278.0,5.0
Хлеб сандвичный Harry's American Sandwich пшеничный с отрубями нарезка 515 г,2061863,шт,1.0,4.88,4147,134.99,515 г,515.0,9.5,7.0,42.0,270.0,6.33
Хлеб Черемушки Бездрожжевой нарезка 320г,4059494,шт,1.0,4.89,3333,84.99,320 г,320.0,6.5,2.5,49.0,290.0,5.0
Хлеб Селяночка Ароматный подовый нарезка 350г,4288880,шт,1.0,4.91,5113,49.99,350 г,350.0,8.0,2.5,52.0,260.0,6.67
Хлеб Рижский хлеб Крестьянский со злаками 300г,4137632,шт,1.0,4.87,1433,84.99,300 г,300.0,7.3,1.8,61.5,290.0,7.67
Хлеб Нижегородский хлеб Буржуа нарезка 350г,4370712,шт,1.0,4.78,150,69.99,350 г,350.0,6.5,1.0,43.0,210.0,6.67
Хлеб Рижский хлеб Юбилейный бездрожжевой 205г,3682239,шт,1.0,4.86,954,149.99,205 г,205.0,6.5,7.5,52.0,300.0,8.0
Лепешки Mission пшеничные оригинальные 250г,3439566,шт,1.0,4.93,12817,129.99,250 г,250.0,7.0,7.0,46.0,280.0,6.0
Лепешки Mission Тортильи со вкусом сыра 250г,4331656,шт,1.0,4.92,6288,132.99,250 г,250.0,7.0,7.0,48.0,290.0,5.33
Лепешки Delicados Tortillas мексиканские 400г,2039589,шт,1.0,4.91,5558,159.99,400 г,400.0,7.0,7.0,48.0,290.0,6.0
Лаваш Черемушки по-деревенски 160г,4116756,шт,1.0,4.9,4905,77.99,160 г,160.0,8.7,1.2,54.0,261.0,8.0
Лаваш Зерница Армянский тонкий 270г,4218727,шт,1.0,4.85,5155,36.99,270 г,270.0,8.5,1.5,58.0,280.0,6.67
Лаваш Mission деревенский 3шт 270г,4096013,шт,1.0,4.86,3496,129.99,270 г,270.0,8.0,7.0,47.0,290.0,6.67
Лаваш Нижегородский Хлеб армянский премиум 360г,3442368,шт,1.0,4.86,4096,86.99,360 г,360.0,9.1,1.0,53.0,280.0,6.33
Лаваш Нижегородский хлеб Премиум армянский нарезанный 8х25г,4327015,шт,1.0,4.83,3640,,200 г,200.0,8.5,1.0,53.0,260.0,6.67
Лаваш Зерница Кавказский 280г,4218733,шт,1.0,4.87,4248,39.99,280 г,280.0,8.5,1.0,57.0,270.0,7.33
Лаваш Рижский Хлеб 150г,4315606,шт,1.0,4.83,1105,49.49,150 г,150.0,9.5,0.9,55.0,260.0,8.0
Булочка Bagerstat для хот-дога 4х60г,4256836,шт,1.0,4.9,9150,169.99,241 г,241.0,7.0,3.0,50.0,260.0,4.0
Булочка Bagerstat для бургера с кунжутом 3х56г,4256835,шт,1.0,4.92,9043,129.99,168 г,168.0,7.0,3.5,50.0,260.0,4.33
Булочки Коломенский пшеничные с кунжутом 3х60г,4370804,шт,1.0,4.92,8650,63.99,180 г,180.0,8.0,5.0,55.0,300.0,6.0
Круассан 7 Days с кремом Какао 4х65г,3441724,шт,1.0,4.93,5531,208.99,4 шт,260.0,7.0,28.0,42.0,452.0,5.33
Кекс Хлебный дом Ягодное Лукошко с вишней 2х70г,95713,шт,1.0,4.92,5767,,140 г,140.0,4.0,15.0,45.1,327.0,7.0
Мини-маффины Шарлиз с вареной сгущенкой 433г,3688436,шт,1.0,4.92,12030,182.99,433 г,433.0,5.0,18.0,51.0,390.0,6.0
Ватрушка Хлебозавод №28 с творогом 80г,3017958,шт,1.0,4.91,7687,37.99,80 мл,80.0,7.0,17.5,48.0,375.0,5.67
Мини-кексы Юбилейное с кусочками молочного шоколада 5х28г,4102088,шт,1.0,4.93,5717,129.99,100 мл,100.0,53.0,21.0,53.0,425.0,6.67
Рулет Черемушки Майский с маком и изюмом 300г,2151164,шт,1.0,4.93,5681,116.99,300 г,300.0,8.0,17.0,51.0,390.0,6.67
Рулетики Хлебозавод №28 маковые 3х30г,2078424,шт,1.0,4.92,6439,42.99,90 г,90.0,8.0,23.0,48.0,430.0,5.33
Плюшка Зерница Московская 150г,3219575,шт,1.0,4.92,8094,42.99,150 г,150.0,7.6,8.9,56.1,336.0,5.0
Конвертик Мастер Пироговъ Венский с грушей 70г,3455634,шт,1.0,4.94,5867,57.99,70 г,70.0,5.0,15.0,53.0,370.0,7.0
Кекс Шарлиз Мраморный с какао 225г,4152289,шт,1.0,4.92,9414,91.99,225 г,225.0,5.5,20.0,50.0,400.0,6.33
Плюшка Коломенское 150г,4036451,шт,1.0,4.9,5716,51.99,150 г,150.0,7.5,9.0,62.0,360.0,5.33
Ватрушка Мастер Пироговъ с творогом 100г,3455631,шт,1.0,4.92,5848,58.99,100 г,100.0,14.1,9.8,38.1,297.0,6.0
Пирог Шарлиз Фруктовый Пай песочный с вишневым джемом 430г,4274338,шт,1.0,4.85,4720,,430 г,430.0,4.5,12.0,64.0,380.0,5.33
Кекс Хлебный Дом Ягодное Лукошко с черникой 2х70г,36647,шт,1.0,4.92,4439,,140 г,140.0,3.5,15.0,46.0,330.0,7.0
Слойка Мастер Пироговъ с сыром 70г,2065139,шт,1.0,4.91,5956,55.99,70 г,70.0,10.0,29.0,48.0,410.0,4.67
Пирожок Дом выпечки Слоеный с вишней 70г,4263367,шт,1.0,4.9,4936,,70 г,70.0,6.5,12.0,55.0,360.0,3.0
Пирог Сдобная Особа Австрийский штрудель вишня-ваниль 400г,3498660,шт,1.0,4.92,4802,298.99,400 г,400.0,5.0,15.0,55.0,380.0,6.0
Пирожок Хлебзавод №28 с яблоком 80г,3198879,шт,1.0,4.91,5672,39.99,80 г,80.0,7.0,9.0,55.0,330.0,5.0
Улитка Черемушки с кремом и изюмом 2х50г,3635611,шт,1.0,4.93,5262,69.99,100 г,100.0,5.0,8.0,43.0,270.0,6.67
Конвертик Мастер Пироговъ абрикос-персик 70г,3690949,шт,1.0,4.92,4766,57.99,70 мл,70.0,5.0,16.0,57.0,390.0,6.33
Булочка Хлебозавод №28 Кремико с кремом и изюмом 100г,3416670,шт,1.0,4.91,4893,41.99,100 г,100.0,7.0,19.0,48.0,390.0,6.0
Хачапури Хлебозавод №28 с сыром и ветчиной 60г,4297873,шт,1.0,4.9,5735,44.99,60 г,60.0,9.0,27.0,46.0,460.0,6.33
Булочки Коломенское с кардамоном 200г,3682240,шт,1.0,4.92,6310,76.99,200 г,200.0,8.0,7.0,62.0,340.0,5.33
Круассан Черемушки с шоколадно-ореховой начинкой 80г,2056495,шт,1.0,4.92,4960,47.99,80 г,80.0,6.3,28.3,46.2,465.0,6.67
Кекс Хлебный Дом Василеостровский творожный 400г,2024155,шт,1.0,4.91,2794,239.99,400 г,400.0,7.7,15.7,54.7,386.0,6.67
Слойка Хлебный Дом Сладкая клубника 55г,4311066,шт,1.0,4.91,4029,39.99,55 г,55.0,5.0,14.0,57.0,370.0,7.0
Слойка Зерница Свердловская любимая 90г,3219581,шт,1.0,4.88,4321,31.99,90 г,90.0,7.3,13.3,51.1,355.0,6.33
Булочка Зерница Сдобная 100г,3219648,шт,1.0,4.88,4252,34.99,100 г,100.0,7.9,9.4,55.5,339.0,5.67
Сдоба Хлебозавод №28 с маком 80г,3017956,шт,1.0,4.86,4193,31.99,80 г,80.0,8.0,11.0,53.0,350.0,5.33
Слойка Хлебный Дом Спелое яблоко 55г,4311068,шт,1.0,4.9,3184,39.99,55 г,55.0,5.0,14.0,57.0,370.0,7.67
Пирожки Хлебозавод №28 с начинкой из вишни 80г,4300136,шт,1.0,4.88,3876,52.99,80 г,80.0,6.0,7.0,46.0,280.0,6.0
Булочка Зерница повышенной калорийности 100г,3219642,шт,1.0,4.86,2630,38.99,100 г,100.0,7.6,10.0,53.8,336.0,6.0
Сочник Черемушки с вишней 2х60г,3498080,шт,1.0,4.89,2418,73.99,120 г,120.0,5.2,9.3,74.7,406.0,6.67
Кекс Нижегородский хлеб с изюмом 450г,4340783,шт,1.0,4.86,1034,219.99,450 г,450.0,6.0,23.0,46.0,420.0,7.0
Слойка Нижегородский хлеб завиток 400г,4037178,шт,1.0,4.88,2319,74.99,400 г,400.0,7.6,21.0,51.0,428.0,6.67
Восточные сладости Милочка Пахлава 400г,4298341,шт,1.0,4.8,2026,249.99,400 г,400.0,9.4,22.4,46.7,411.0,6.67
Штрудель Штрудель И Ко австрийский с яблоком и корицей  180г,4078120,шт,1.0,4.87,422,109.99,180 г,180.0,3.5,8.0,47.0,275.0,5.67
Булочка Зерница Студенческая 50г,4354445,шт,1.0,4.83,43,11.99,50 г,50.0,8.5,1.5,56.0,270.0,6.33
"Крекер Яшкино Французский хрустящий с кунжутом, 185г",3222305,шт,1.0,4.92,15305,54.99,185 г,185.0,8.0,23.0,62.0,490.0,5.33
Крендельки Зерница с солью 100г,3636770,шт,1.0,4.93,11346,30.99,100 г,100.0,10.0,5.0,70.0,360.0,5.0
Соломка Saltletts Мини-палочки соленые 70г,4247221,шт,1.0,4.93,7549,32.99,70 г,70.0,9.5,6.0,72.0,380.0,4.0
Крекер Tuc со вкусом пиццы 100г,3490862,шт,1.0,4.93,14654,68.99,100 г,100.0,8.4,22.0,63.0,482.0,4.0
Крекер Красная цена Рыбки 200г,2102998,шт,1.0,4.93,17935,26.99,200 г,200.0,7.5,8.0,76.0,400.0,4.33
Крекер Зерница с луком 200г,2102996,шт,1.0,4.92,8178,,200 г,200.0,8.0,23.0,58.0,480.0,7.0
Крендели Saltletts Классические с солью 150г,55849,шт,1.0,4.93,4827,84.99,150 г,150.0,11.0,6.0,73.0,95.6,8.0
Крекер Зерница с кунжутом и семенами льна 180г,3950922,шт,1.0,4.92,5669,,180 г,180.0,10.0,22.0,55.0,460.0,6.67
Соломка Жуковский Хлеб сдобная с ванилью 200г,3483753,шт,1.0,4.9,3375,63.99,200 г,200.0,8.0,11.0,67.0,400.0,5.0
Крекер Tuc Мини со вкусом сыра соленый 110г,4352219,шт,1.0,4.92,6070,,110 г,110.0,8.5,23.0,63.0,497.0,5.67
Соломка Жуковский Хлеб сдобная с маком 200г,3483752,шт,1.0,4.89,3155,63.99,200 г,200.0,9.0,9.0,68.0,390.0,6.67
Хлебцы Хлебцы Молодцы Фитнес линия цельнозерновые витамин плюс хрустящие 100г,2059458,шт,1.0,4.94,7406,60.99,100 г,100.0,10.1,2.3,57.1,290.0,8.25
Хлебцы Хлебцы Молодцы Лайт ржаные вафельные хрустящие 70г,3154405,шт,1.0,4.94,7554,65.99,70 г,70.0,10.1,4.8,65.3,345.0,8.0
Хлебцы Dr.Korner Карамельные кукурузно-рисовые без глютена 90г,3617315,шт,1.0,4.94,4796,109.99,90 г,90.0,7.0,2.0,70.0,320.0,6.67
Хлебцы Dr.Korner гречневые с витаминами 100г,3275648,шт,1.0,4.92,4264,113.99,100 г,100.0,12.0,3.0,52.0,280.0,8.0
Хлебцы  Вкус & Польза Ржаные вафельные хрустящие с витаминами и минералами 70г,4269959,шт,1.0,4.93,8061,47.99,70 г,70.0,11.1,3.5,72.6,367.0,8.33
Хлебцы Dr.Korner Злаковый Микс хрустящие 90г,4335695,шт,1.0,4.91,4565,39.99,90 г,90.0,11.0,2.0,58.0,320.0,8.0
Хлебцы Щедрые ржаные тонкие 170г,3497593,шт,1.0,4.91,4017,119.99,170 г,170.0,11.0,2.5,64.0,320.0,8.0
Хлебцы Magic Grain мультизлаковые тыквенные семечки-семена льна-кунжут 160г,4101075,шт,1.0,4.89,2070,164.99,160 г,160.0,13.0,19.0,54.0,439.0,8.0
Хлебцы Croisette ржаные тонкие 200г,4054469,шт,1.0,4.9,1712,197.99,200 г,200.0,12.0,3.0,61.0,320.0,6.67
Хлебцы Вкус & Польза Томатные хрустящие 70г,4371266,шт,1.0,4.88,534,,70 г,70.0,11.0,7.0,70.0,390.0,7.33
Пончики Берлинские с вареной сгущенкой 2х65г,78025520,шт,1.0,4.88,20845,49.99,130 г,130.0,7.5,22.0,58.0,460.0,4.0
Маффин с шоколадом 2х120г,78007940,шт,1.0,4.91,11687,99.99,240 г,240.0,5.5,22.0,47.5,410.0,5.0
Донат с клубничной начинкой 70г,78034294,шт,1.0,4.92,24143,49.99,70 г,70.0,5.5,9.0,48.0,290.0,6.0
Донат с шоколадной начинкой 70г,78034293,шт,1.0,4.91,21763,49.99,70 г,70.0,5.5,9.0,48.0,300.0,4.67
Тараллини Trattoria Turatti классические 180г,4208806,шт,1.0,4.94,10174,54.99,180 г,180.0,9.5,20.0,64.0,470.0,6.0
"Баранки Зерница сдобные, 350г",2085872,шт,1.0,4.91,6183,65.99,350 г,350.0,8.5,8.0,62.0,350.0,5.33
Сушки Семейка Озби ванильные 200г,10019,шт,1.0,4.92,3719,54.99,200 г,200.0,9.3,5.4,74.6,384.0,6.67
Мини-сушки Семейка Озби с маком 150г,3422692,шт,1.0,4.93,3338,52.99,150 г,150.0,11.2,6.1,75.8,403.0,8.0
Тараллини Trattoria Turatti с сыром 180г,4208800,шт,1.0,4.91,6611,67.99,180 г,180.0,10.0,22.0,63.0,490.0,6.67
Баранки Зерница Сахарные с маком 350г,2085871,шт,1.0,4.85,4095,65.99,350 г,350.0,9.0,4.5,67.0,340.0,7.67
Баранки Волжский Пекарь Волжские сдобные 350г,3401214,шт,1.0,4.92,4022,75.99,350 г,350.0,9.0,2.0,70.0,330.0,6.0
Сушки Невская Сушка маковые 275г,29630,шт,1.0,4.9,3607,87.99,275 г,275.0,11.0,4.5,72.0,370.0,7.67
Мини-сушки Семейка Озби соленые 150г,3422693,шт,1.0,4.92,1654,49.99,150 г,150.0,10.1,4.7,71.0,366.0,7.67
Баранки Волжский пекарь горчичные 350г,3460325,шт,1.0,4.89,4205,75.99,350 г,350.0,8.5,6.0,60.0,330.0,6.33
Сухари Красная цена Ванильные 350г,3660729,шт,1.0,4.91,10813,49.99,350 г,350.0,9.0,9.4,74.2,418.0,6.0
"Сухари Зерница с изюмом, 250г",3413607,шт,1.0,4.89,5883,73.99,250 г,250.0,9.0,4.0,70.0,350.0,7.0
Сухари Зерница с изюмом 300г,4208590,шт,1.0,4.86,5855,109.99,300 г,300.0,12.0,10.0,70.0,380.0,6.0
Тарталетки КиТ для икры 30шт.,2160788,шт,1.0,4.93,8461,,220 г,220.0,7.5,25.0,49.0,480.0,7.33
Тарталетки Кит для салата 15шт.,2160789,шт,1.0,4.92,6032,,250 г,250.0,7.5,25.0,49.0,480.0,6.0
Мини-тарталетки Meredo для икры 125г,4380162,шт,1.0,4.94,16,,125 г,125.0,9.1,30.9,48.3,507.7,5.0
Лимоны,3294954,кг,0.25,4.92,204739,179.99,Цена за 1 кг,250.0,1.1,0.3,9.0,29.0,7.67
Яблоки Голден,48188,кг,0.5,4.92,51235,149.99,Цена за 1 кг,500.0,0.4,0.4,9.8,47.0,8.0
Мандарины мини,4329835,кг,0.5,4.86,37617,299.99,Цена за 1 кг,500.0,0.8,0.2,7.5,33.0,9.0
Апельсины,60526,кг,0.8,4.9,85441,229.99,Цена за 1 кг,800.0,0.9,0.2,8.1,43.0,9.33
Яблоки Ред Делишес,4271772,кг,0.7,4.89,24141,149.99,Цена за 1 кг,700.0,0.27,0.2,11.76,59.0,8.0
Киви,78647,кг,0.3,4.82,37669,229.99,Цена за 1 кг,300.0,1.0,0.6,10.3,48.0,8.0
