Product Name,PLU,UOM,Step,Rating,Rates Count,Price,Property Clarification,Weight,Nutrients Protein,Nutrients Fat,Nutrients Carbs,Nutrients Calories,Desirability,Score
Колбаса Клинский Испанская сырокопченая полусухая 85г,3953457,шт,1.0,4.91,3207,,85 г,85.0,20.0,22.0,0.0,450.0,4,4.67
Набор Рестория для супа 400г,3672599,шт,1.0,4.91,13752,70.99,400 г,400.0,13.0,33.0,0.0,349.0,8,6.67
Напиток кисломолочный Exponenta клубника-арбуз обезжиренный БЗМЖ 250мл,3682422,шт,1.0,4.89,3681,153.99,250 мл,250.0,12.0,0.0,2.5,60.0,6,8.0
Мак Богородская КФ кондитерский 100г,3393241,шт,1.0,4.92,2836,,100 г,100.0,21.2,39.8,11.2,490.0,2,6.67
Сыр Sliiivki колбасный копченый янтарный плавленый 40% БЗМЖ,4156454,кг,0.5,4.91,6846,76.99,Цена за 100 г,500.0,12.0,17.2,9.0,239.0,5,7.0
Творог Искренне Ваш 5% БЗМЖ 180г,23862,шт,1.0,4.9,5765,74.99,180 г,180.0,16.0,5.0,3.0,121.0,7,8.67
Лещ Царский Посол вяленый 300г,3621748,шт,1.0,4.83,5044,,300 г,300.0,45.0,6.0,0.0,238.0,4,8.0
Грудка куриная Первая Свежесть без кожи,2160026,кг,1.0,4.9,8958,279.99,Цена за 1 кг,1000.0,19.0,9.0,0.0,157.0,8,8.0
Коктейль тропический Global Village в сиропе 565г,4091341,шт,1.0,4.81,4212,169.99,565 г,565.0,0.0,0.0,13.8,100.0,5,6.33
Мармелад Бон Пари Кислые червячки жевательный 75г,43332,шт,1.0,4.92,5503,,75 г,75.0,4.5,0.01,79.0,341.0,2,5.33
Вода Шишкин лес питьевая негазированная 5л,43693,шт,1.0,4.94,6006,159.99,5 л,5000.0,0.0,0.0,0.0,0.0,3,8.67
Торт Mirel Три Шоколада 750г,4293822,шт,1.0,4.89,154,899.99,750 г,750.0,4.5,21.0,40.0,370.0,2,2.0
Пирожное У Палыча Молочный бургер с творогом и сливками бисквитное 90г,4317508,шт,1.0,4.72,1110,,90 г,90.0,7.1,9.5,36.3,259.0,2,5.0
Килька Fish House в томатном соусе 240г,3301282,шт,1.0,4.89,7246,,240 г,240.0,14.0,12.0,4.0,180.0,8,6.67
Сыр Ламбер 50% БЗМЖ 230г,3369648,шт,1.0,4.93,8419,336.99,230 г,230.0,23.7,30.0,0.0,365.0,7,7.0
Йогурт Для всей семьи со вкусом земляники 1% 270г,4327535,шт,1.0,4.93,14178,45.99,270 мл,270.0,3.2,1.0,12.6,72.0,3,8.0
Сырок Красная Цена глазированный черника 23% 40г,3908731,шт,1.0,4.89,25253,14.99,40 г,40.0,4.0,23.0,35.0,360.0,2,6.67
Чай зеленый Richard Royal Moroccan Mint 25х2г,4336278,шт,1.0,4.88,3401,,25 шт,-1.0,0.0,0.0,0.0,0.0,2,9.0
Чипсы Русская Картошка Зеленый лук и сметана 190г,4343841,шт,1.0,4.9,11467,222.99,190 г,190.0,4.0,30.0,55.0,500.0,1,7.0
Картофельное пюре Бизнес Меню с куриным филе и овощами 110г,2110732,шт,1.0,4.92,11751,148.99,110 г,110.0,7.5,4.5,41.0,240.0,3,6.0
Торт вафельный Шоколадница Классическая 240г,2131109,шт,1.0,4.89,4650,,240 г,240.0,10.9,32.0,55.0,548.0,2,5.33
Смесь сухая Maggi На второе для нежного филе куриной грудки по-итальянски 30г,3472641,шт,1.0,4.93,5240,99.99,31 г,31.0,7.0,33.0,28.0,456.0,1,6.0
Карамель Sula Мультивитамин без сахара 60г,47451,шт,1.0,4.91,755,,60 г,60.0,0.0,0.0,93.8,230.0,7,6.33
Сливки Домик в деревне 10% БЗМЖ 200мл,44824,шт,1.0,4.92,1145,74.99,200 мл,200.0,2.8,10.0,4.3,118.0,5,7.33
Сухарики Хрусteam Багет томат-зелень 60г,3360552,шт,1.0,4.93,10899,59.99,60 г,60.0,10.0,15.0,67.0,440.0,2,3.33
Какао-напиток Kidness растворимый с витаминами 135г,4285235,шт,1.0,4.87,3755,,135 г,135.0,3.0,1.5,86.0,370.0,2,3.67
Тан станция молочная 0.1% БЗМЖ 1л,4087749,шт,1.0,4.92,4755,81.99,1 л,1000.0,1.4,0.1,2.4,16.0,7,8.0
Напиток энергетический Double You со вкусом гуава-арбуз 0.45л,4306955,шт,1.0,4.9,10727,87.99,450 мл,450.0,0.0,0.0,11.5,47.0,1,5.0
Жевательная резинка Orbit сочный арбуз 13.6г,24276,шт,1.0,4.93,11357,36.99,14 г,14.0,0.0,0.0,69.0,170.0,1,1.67
Икра Авача Палтуса соленая пробойная 100г,28810,шт,1.0,4.74,1300,399.99,100 г,100.0,20.0,2.0,0.0,98.0,5,6.67
Макароны Barilla Капеллини n.1 450г,4037645,шт,1.0,4.95,9093,,450 г,450.0,12.8,2.0,70.9,359.0,8,8.33
Завтрак Хрутка готовый шоколадный обогащенный 650г,4239011,шт,1.0,4.94,3950,242.99,650 мл,650.0,9.0,2.5,72.3,348.0,2,7.33
Рис Националь Золотистый длиннозерный пропаренный 900г,45954,шт,1.0,4.93,5732,166.99,900 г,900.0,8.0,0.5,78.0,350.0,8,8.0
Конфеты Славянка Лёвушка с мягкой карамелью,3311712,кг,0.2,4.92,10366,54.99,Цена за 100 г,200.0,0.9,7.3,74.7,371.0,2,5.67
Чайный напиток Herbarus Заряд Витаминов 10x1.8г,4317676,шт,1.0,4.87,1572,99.99,10 шт,-1.0,0.0,0.0,0.0,0.0,2,8.67
Треска Меридиан отварная в желе 200г,99330,шт,1.0,4.83,2472,,200 г,200.0,14.0,2.0,0.0,75.0,4,8.33
Семена подсолнечника Mixbar жареные 300г,4319513,шт,1.0,4.82,6978,,300 г,300.0,20.7,52.9,3.4,573.0,2,7.67
Маслины Красная Цена без косточки 300г,3359793,шт,1.0,4.9,15825,77.99,300 г,300.0,0.5,13.2,0.0,127.0,5,6.0
Масло Экомилк Крестьянское сливочное 72.5% БЗМЖ 160г,4357094,шт,1.0,4.87,3240,279.99,160 г,160.0,1.0,72.5,1.4,662.0,5,8.33
Говядина Семейный бюджет тушеная высший сорт 500г,4348556,шт,1.0,4.83,5746,219.99,500 г,500.0,15.0,17.0,0.0,213.0,6,8.33
Мороженое Сарафаново сливочное с ароматом ванили с наполнителем малина-гранат 8% БЗМЖ 180г,4375770,шт,1.0,4.87,2208,,180 г,180.0,2.5,7.5,24.0,170.0,3,5.33
Сметана Брест-Литовск 20% БЗМЖ 300г,4262694,шт,1.0,4.93,8065,109.99,300 г,300.0,2.6,20.0,2.9,202.0,5,7.67
Масло подсолнечное Слобода рафинированное 1.8л,2147548,шт,1.0,4.95,13272,279.99,1.8 л,1800.0,0.0,99.9,0.0,899.0,8,6.67
Йогурт Epica с манго и семенами чиа 5% 130г,3626624,шт,1.0,4.94,14406,57.99,130 г,130.0,5.8,5.0,13.9,120.0,3,6.33
Кофе Fresco Arabica Blend жареный молотый 250г,4166073,шт,1.0,4.88,2855,349.99,250 г,250.0,0.0,0.0,0.0,0.0,2,6.67
Стейк Рестория свиной на кости 400г,4134961,шт,1.0,4.9,5290,225.99,400 г,400.0,18.0,17.0,0.0,225.0,8,8.33
Хамон свиной Егорьевская сырокопченый нарезка 55г,3611775,шт,1.0,4.91,3230,153.99,55 г,55.0,16.0,38.0,0.0,406.0,4,4.33
Малина Global Village протертая с сахаром 200г,4350386,шт,1.0,4.82,1055,119.99,200 г,200.0,0.3,0.2,51.0,205.0,6,8.0
Напиток энергетический Flash Up Energy Bubble Gum со вкусом банана и клубники безалкогольный газированный 0.45л,4308460,шт,1.0,4.93,16803,81.99,450 мл,450.0,0.0,0.0,11.0,45.0,1,6.67
Печенье Посиделкино Овсяное с кусочками шоколада 310г,91535,шт,1.0,4.91,12179,97.99,310 г,310.0,6.0,15.0,70.0,440.0,3,5.67
Мед Медовый край цветочный 250г,3426328,шт,1.0,4.86,4443,,250 г,250.0,0.0,0.0,80.0,320.0,2,8.33
Кефир Асеньевская Ферма 3.2% БЗМЖ 330мл,4252382,шт,1.0,4.91,1448,49.99,330 г,330.0,3.0,3.2,4.0,60.0,6,8.0
Колбаса Delikaiser Классическая вареная 700г,4332884,шт,1.0,4.92,18478,199.99,700 г,700.0,9.0,18.0,5.0,218.0,3,4.33
Вобла Fish House вяленая неразделанная 200г,4310207,шт,1.0,4.79,4082,,200 г,200.0,46.4,5.5,0.0,235.0,4,8.0
Соус Astoria Для шаурмы чесночный оригинальный 200г,4236359,шт,1.0,4.9,5672,,200 г,200.0,1.0,42.0,7.5,410.0,2,5.33
Сельдь Матиас XXL Отборный филе-кусочки слабосоленые в масле 260г,4034451,шт,1.0,4.92,7323,259.99,260 г,260.0,10.0,35.0,0.0,355.0,6,8.0
Напиток кофейный Нескафе Латте растворимый 18г,3928181,шт,1.0,4.93,19374,26.99,18 г,18.0,1.4,12.0,80.0,435.0,2,5.33
Крупа Global Village пшеничная 5х80г,4168909,шт,1.0,4.94,2763,85.99,400 г,400.0,12.0,1.0,66.0,330.0,8,8.0
Нектар Сады Придонья Апельсиновый для питания детей старше 3 лет 0.97л,4324677,шт,1.0,4.86,8998,,970 мл,970.0,0.0,0.0,12.0,48.0,2,6.0
Драже Tic Tac Апельсин 49г,3641187,шт,1.0,4.92,1785,189.99,49 г,49.0,0.1,0.7,96.7,400.0,2,3.33
Пельмени Мираторг из мраморной говядины 800г,3613651,шт,1.0,4.82,3985,699.99,800 г,800.0,12.0,12.0,28.0,270.0,4,5.0
Набор молочного шоколада Milka Открытка с новым годом 170г,4373974,шт,1.0,4.92,598,,170 г,170.0,5.7,30.0,59.0,534.0,1,6.67
Приправа Рестория для плова 15г,4115014,шт,1.0,4.92,9005,,15 г,15.0,6.0,6.0,28.0,190.0,1,6.33
Кофе в зернах Lalibela Coffee Classic 250г,3901081,шт,1.0,4.68,1059,344.99,250 г,250.0,13.9,14.4,29.5,331.0,2,7.33
Хлопья кукурузные Хрутка медовые 300г,3373466,шт,1.0,4.92,3653,136.99,300 г,300.0,7.0,3.0,78.6,369.0,2,5.0
Вода Пилигрим минеральная питьевая столовая негазированная 1.5л,2139858,шт,1.0,4.94,12176,44.99,1.5 л,1500.0,0.0,0.0,0.0,0.0,3,10.0
Грибы Global Village шампиньоны,412,кг,0.3,4.92,38584,,Цена за 1 кг,300.0,3.1,0.3,3.3,22.0,5,8.0
Тунец рубленый Красная Цена филе в собственном соку 185г,4073815,шт,1.0,4.74,5422,78.99,185 г,185.0,24.0,0.0,0.0,133.0,8,8.0
Творог Домик в Деревне мягкий 5.5% БЗМЖ 170г,3692660,шт,1.0,4.93,6862,54.99,170 г,170.0,8.6,5.5,3.5,98.0,7,7.33
Пюре картофельное Доширак Премиум с соусом Говяжий с овощами быстрого приготовления 52г,3352975,шт,1.0,4.91,10807,76.99,52 г,52.0,4.4,17.4,61.4,420.0,3,3.0
Сыр President Маасдам плавленый 45% БЗМЖ 200г,2161049,шт,1.0,4.89,2575,169.99,200 г,200.0,8.5,18.0,8.0,228.0,5,7.0
Йогурт питьевой АктиБио черника-злаки 1.6% 260г,4298968,шт,1.0,4.94,8732,68.99,260 г,260.0,3.0,1.6,11.9,192.0,3,7.67
Мармелад Chupa Chups Фансы с фруктовым вкусом 150г,4122124,шт,1.0,4.92,6234,196.99,150 г,150.0,0.1,0.8,83.0,340.0,2,4.0
Смесь овощная Global Village Овощи гриль с итальянскими травами замороженная 400г,4262877,шт,1.0,4.71,612,252.99,400 г,400.0,1.4,2.3,5.6,49.0,6,7.33
Молоко Красная Цена ультрапастеризованное 2.5% БЗМЖ 0.97л,3378621,шт,1.0,4.91,19932,76.99,970 мл,970.0,2.5,3.0,4.7,53.0,6,7.67
Жевательная резинка Dirol Тропический Коктейль без сахара со вкусом тропических фруктов 13.6г,4133000,шт,1.0,4.9,6734,,14 г,14.0,0.4,1.0,70.0,186.0,1,4.0
Торт У Палыча Сливочная Птичка Классическая 600г,4252101,шт,1.0,4.89,355,1099.0,600 г,600.0,4.0,19.2,55.1,409.0,2,3.0
Смесь сухая Maggi На второе для гречки по-купечески томленой со свининой 41г,2150490,шт,1.0,4.93,5623,79.99,41 г,41.0,7.2,5.3,52.0,301.0,1,7.0
Чай зеленый Зеленая панда Молочный туман китайский молочный оолонг 100г,3906534,шт,1.0,4.9,893,,100 г,100.0,0.0,0.0,0.0,0.0,2,8.0
Пирожное Фили-Бейкер Наполеон домашний 300г,3460123,шт,1.0,4.77,516,,300 г,300.0,3.7,14.6,25.6,387.0,2,4.0
Тушенка Гастроном №1 с говядиной 325г,4137319,шт,1.0,4.75,4717,,325 г,325.0,6.0,21.0,2.0,220.0,6,6.67
Рулетики Яшкино вафельные со вкусом сгущенного молока 160г,3429358,шт,1.0,4.91,4258,84.99,160 г,160.0,5.5,25.0,64.0,500.0,2,6.67
Рис Мистраль Янтарь длиннозерный пропаренный 5х80г,3674166,шт,1.0,4.93,4165,142.99,400 г,400.0,7.2,0.5,80.0,341.0,8,8.33
Кетчуп Heinz для гриля и шашлыка 320г,4157803,шт,1.0,4.94,8944,,320 г,320.0,1.0,0.1,25.0,110.0,3,6.33
Напиток чайный Вкус & Польза Оранжевое лето с облепихой/ананасом/яблоком сухой ароматизированный 75г,4372323,шт,1.0,4.67,60,229.99,75 г,75.0,0.0,0.0,0.0,0.0,2,8.0
Сырок творожный А. Ростагрокомплекс Картошка в молочном шоколаде 20% 50г,4227635,шт,1.0,4.93,9344,74.99,50 г,50.0,8.1,23.8,41.6,413.0,2,5.33
Лепешка замороженная ROTI 450г,4147575,шт,1.0,4.9,433,175.99,450 г,450.0,6.1,15.0,37.8,311.0,3,7.0
Макароны Ладные спираль 400г,3219404,шт,1.0,4.92,11446,,400 г,400.0,10.5,1.1,71.5,340.0,8,8.33
Сыр Liebendorf Тильзитер 45% БЗМЖ,78004334,кг,0.3,4.9,18949,104.9,Цена за 100 г,300.0,21.2,24.3,0.0,304.0,7,8.0
Десерт Global Village из яблок с маракуйей 530г,4178184,шт,1.0,4.86,1441,,530 г,530.0,0.1,0.0,17.0,70.0,5,6.0
Чипсы картофельные Lay's Краб 140г,4210936,шт,1.0,4.93,15680,169.99,140 г,140.0,6.0,32.0,53.0,520.0,1,4.0
Напиток энергетический  Adrenaline Extra 449мл,4368481,шт,1.0,4.89,10319,139.99,449 мл,449.0,0.0,0.0,12.3,50.0,1,6.33
Эскимо Чистая Линия Малиновый кактус пломбир ванильное с кусочками малины в глазури 12% БЗМЖ 80г,4085329,шт,1.0,4.9,4826,219.99,80 г,80.0,19.6,3.1,28.8,304.0,3,5.33
Икра мойвы Санта Бремор с копченым лососем 180г,3976387,шт,1.0,4.94,14109,,180 г,180.0,7.0,41.0,5.5,420.0,5,5.67
Цукаты Mixbar Ананас и папайя 150г,4026556,шт,1.0,4.88,1905,163.99,150 г,150.0,0.0,0.0,90.0,360.0,4,7.0
Сметана Ростагроэкспорт 15% БЗМЖ 320г,3651189,шт,1.0,4.92,6474,109.99,320 г,320.0,2.6,15.0,3.6,160.0,5,8.0
Чай черный Tess Forest Dream в пирамидках 20х1.8г,3338246,шт,1.0,4.93,9321,,36 г,36.0,0.0,0.0,0.0,0.0,2,7.0
Кофе Egoiste Espresso молотый 250г,3395340,шт,1.0,4.92,2664,659.99,250 г,250.0,0.0,0.0,0.0,0.0,2,6.67
Сухарики Три Корочки Холодец с хреном 40г,99593,шт,1.0,4.92,8070,16.99,40 г,40.0,10.0,10.0,64.0,390.0,2,3.33
Тушка цыпленка Петелинка 1 сорта охлажденная,4312266,кг,2.0,4.9,5732,229.99,Цена за 1 кг,2000.0,16.0,14.0,0.0,190.0,8,7.67
Творог Станция Молочная 9% БЗМЖ 750г,4266462,шт,1.0,4.91,1433,284.99,750 г,750.0,16.0,9.0,3.0,157.0,7,8.33
Какао-порошок Dr. Bakers алкализованный 25г,4275416,шт,1.0,4.92,2688,,25 г,25.0,22.5,10.5,10.1,300.0,2,8.0
Шоколад На меду Вкус & Польза белый 37% 60г,4376446,шт,1.0,4.83,596,,60 г,60.0,9.0,46.0,38.0,600.0,4,7.0
Кофе в зернах Fresco Arabica Blend натуральный жареный 1000г,4254206,шт,1.0,4.89,792,1249.0,1 кг,1000.0,14.0,15.0,30.0,330.0,2,8.0
Горошек Global Village Selection зеленый 400г,4078780,шт,1.0,4.93,11747,,400 г,400.0,4.0,0.0,14.0,85.0,4,8.0
Крем Альпенгурт Классик взбитый сливочный 17% БЗМЖ 200г,4208413,шт,1.0,4.81,1483,395.99,200 мл,200.0,2.6,17.0,17.0,230.0,5,6.67
Кофе молотый Venetto Forte E Intense жареный в капсулах 10х5г,4287537,шт,1.0,4.73,694,259.99,10 шт,-1.0,0.0,0.0,0.0,0.0,2,6.0
Творожок Простоквашино ананас-банан 3.6% 110г,4280679,шт,1.0,4.94,22194,43.99,110 г,110.0,6.7,3.6,12.9,111.0,3,7.67
Семечки Золотая Семечка подсолнечные обжаренные с морской солью 200г,3642467,шт,1.0,4.92,3989,129.99,200 г,200.0,21.0,53.0,10.0,600.0,2,8.0
Рулет Европром Снежный краб пастеризованный из фарша рыбного сурими 350г,4287387,шт,1.0,4.76,1010,,350 г,350.0,3.0,6.0,16.0,130.0,4,5.33
Заправка Maggi для солянки пастеризованная 180г,3674575,шт,1.0,4.92,4356,107.99,180 г,180.0,1.5,1.8,15.0,86.0,1,4.67
Конфеты Невский кондитер Темная ночь глазированные,3945247,кг,0.2,4.9,14692,34.89,Цена за 100 г,200.0,2.5,13.5,73.8,410.0,2,5.0
