Product Name,PLU,UOM,Step,Rating,Rates Count,Price,Property Clarification,Weight,Nutrients Protein,Nutrients Fat,Nutrients Carbs,Nutrients Calories,Desirability,Score
Мармелад Fruittella Медвежата жевательный 70г,2108128,шт,1.0,4.93,10141,87.99,70 г,70.0,6.0,0.1,73.0,320.0,2,5.67
Конфеты Золотой Степ Славянка глазированные,3661254,кг,0.2,4.92,10894,54.99,Цена за 100 г,200.0,10.0,27.4,51.4,498.0,2,5.33
Базилик красный 25г упаковка,3018033,шт,1.0,4.78,346,139.99,25 г,25.0,3.2,0.6,2.7,22.0,7,8.33
Карамель Конфета Доброты леденцовая на палочке в ассортименте 30г,4319546,шт,1.0,4.91,6103,54.99,30 г,30.0,0.0,0.0,96.2,385.0,2,3.67
Конфета протеиновая Вкус & Польза с кокосом 30г,4377950,шт,1.0,4.75,422,,30 г,30.0,12.4,10.0,41.0,303.6,7,6.67
Грецкий орех Mix Bar 100г,3982582,шт,1.0,4.83,3023,169.99,100 г,100.0,14.8,64.0,13.7,698.0,7,8.0
Креветка Вкус Арт Ваннамей очищенная без вены с хвостом замороженная 500г,4292180,шт,1.0,4.79,207,,500 г,500.0,16.0,2.0,2.0,80.0,7,8.0
Сухарики Хрусteam Сметана 40г,3070382,шт,1.0,4.93,17218,25.99,40 г,40.0,9.5,15.0,65.0,430.0,2,4.67
Джем Махеевъ Клубничный 300г,3369992,шт,1.0,4.93,4219,,300 г,300.0,0.0,0.0,68.0,272.0,2,6.33
Хумус с острым соусом Рестория Шеф 200г,4116553,шт,1.0,4.77,1101,134.99,200 г,200.0,6.0,18.0,11.0,225.0,3,7.33
Окунь Fish House морской потрошеный без головы замороженный 800г,3638884,шт,1.0,4.63,1794,429.99,800 г,800.0,24.0,9.0,0.0,177.0,7,8.33
Творог Вкус & Польза 9% БЗМЖ 400г,4362315,шт,1.0,4.82,927,,400 г,400.0,16.0,9.0,3.0,157.0,7,8.33
Смесь Белая дача Овощи По-Азиатски Вок из овощей свежих резаных 220г,4378357,шт,1.0,4.72,100,149.99,220 г,220.0,1.5,0.1,4.0,25.0,8,8.0
Приправа Gallina Blanca традиционная универсальная 75г,3002391,шт,1.0,4.94,11564,43.99,75 г,75.0,8.0,0.5,13.0,90.0,1,5.0
Семечки От Мартина Полосатые отборные обжаренные без соли 150г,4264806,шт,1.0,4.92,4734,129.99,150 г,150.0,22.8,49.6,19.5,570.0,2,8.0
Перец Kotanyi душистый горошком 15г,88760,шт,1.0,4.94,3503,,15 г,15.0,6.1,8.7,51.0,348.0,1,3.0
Вареники Sибирская Kоллекция с картофелем и зеленью 500г,4351759,шт,1.0,4.85,2635,99.99,500 г,500.0,4.0,6.0,28.0,180.0,5,7.0
Паста Балтийский Берег Creme Le Mare сливочная из морепродуктов 150г,3655792,шт,1.0,4.92,8266,125.99,150 г,150.0,5.0,44.0,4.0,430.0,8,4.67
Торт Черемушки Чародейка бисквитный 650г,37212,шт,1.0,4.88,2891,,650 г,650.0,4.0,18.0,55.0,400.0,2,3.0
Пельмени Sибирская Коллекция Сочные со сливочным маслом 400г,4328123,шт,1.0,4.9,19768,99.99,400 г,400.0,9.0,11.0,20.7,217.8,4,4.67
Наггетсы Мираторг куриные с сыром 300г,3274411,шт,1.0,4.92,6287,,300 г,300.0,12.4,10.2,19.4,219.3,4,7.0
Шампиньоны Красная Цена резаные быстрозамороженные 700г,3696959,шт,1.0,4.8,4266,169.99,700 г,700.0,2.0,1.6,1.0,26.0,6,7.33
Батончик-мюсли Здоровый перекус черника 55г,3600319,шт,1.0,4.87,4007,45.99,55 г,55.0,4.21,6.07,79.48,359.0,6,7.33
Мука Makfa Пшеничная высший сорт 1кг,2003107,шт,1.0,4.94,14251,69.99,1 кг,1000.0,10.3,1.1,70.6,334.0,5,8.33
Сок Сады Придонья мультифруктовый 1л,26868,шт,1.0,4.93,12053,,1 л,1000.0,0.0,0.0,11.5,46.0,2,8.0
Масло Вкус & Польза из семян тыквенной семечки нерафинированное 250мл,4378070,шт,1.0,4.9,73,599.99,250 мл,250.0,0.0,99.5,0.0,895.0,8,8.67
Салат Кобб Пятерочка Кафе 170г,4357183,шт,1.0,4.61,976,169.99,170 г,170.0,4.3,15.7,9.2,195.0,3,7.0
Чипсы картофельные Lay's со вкусом Красной икры 120г,4308837,шт,1.0,4.83,14131,,120 г,120.0,6.0,31.0,54.0,530.0,1,3.0
Кетчуп Махеевъ Томатный 300г,4044938,шт,1.0,4.94,17585,,300 г,300.0,1.3,0.0,20.2,86.0,3,5.33
Дрожжи Angel сухие быстродействующие 11г,4329299,шт,1.0,4.91,6394,,11 г,11.0,48.0,1.0,37.0,354.0,2,7.33
Соус Bella Contadina Наполетана 290г,4227745,шт,1.0,4.82,1022,219.99,314 мл,314.0,1.5,5.1,11.0,97.0,1,6.33
Ребрышки свиные Слово Мясника в ягодном маринаде,4311343,кг,1.0,4.85,2563,448.99,Цена за 1 кг,1000.0,8.0,50.0,0.0,480.0,6,5.33
Набор чая и чайных напитков Greenfield Великолепная Коллекция  167.2г,4262485,шт,1.0,4.95,95,,96 шт,-1.0,0.0,0.0,0.0,0.0,2,9.0
Какао-напиток Ухтышки растворимый с витаминами 300г,3677592,шт,1.0,4.88,5200,,300 г,300.0,4.5,2.0,85.0,380.0,2,8.0
Клетчатка Сибирская Клетчатка Витаминная поляна 280г,3604387,шт,1.0,4.93,2385,208.99,280 г,280.0,13.0,3.0,13.0,130.0,7,8.67
Крабовые палочки Vici имитация охлажденные 220г,3447879,шт,1.0,4.92,15655,162.99,220 г,220.0,7.8,0.8,17.5,108.4,5,5.33
Соус Sen Soy Терияки премиум столовый 120г,3408179,шт,1.0,4.92,4050,81.99,120 г,120.0,3.0,0.0,42.0,180.0,3,7.0
Напиток Cool Cola газированный 330мл,4268600,шт,1.0,4.92,7701,59.99,330 мл,330.0,0.0,0.0,11.0,45.0,1,5.67
Йогурт Teos греческий 2% 250г,3697856,шт,1.0,4.95,10841,84.99,250 г,250.0,8.0,2.0,4.2,66.8,3,7.67
Вафли Dr. Gerard в молочном шоколаде 28.5г,4090303,шт,1.0,4.94,7879,40.99,29 г,29.0,6.5,31.0,55.0,529.0,2,4.0
Мюсли Matti Банан и шоколад 250г,3398284,шт,1.0,4.89,5203,,250 г,250.0,7.0,13.0,62.0,390.0,2,7.0
Оладьи-сэндвичи с ореховой пастой замороженные С пылу с жару 60г,4351078,шт,1.0,4.69,846,49.99,60 г,60.0,5.5,10.5,52.0,320.0,5,6.33
Пончик с начинкой со вкусом клубники глазированный Don Donut 65г,4336618,шт,1.0,4.85,3784,54.99,65 г,65.0,5.9,18.7,39.0,329.0,3,2.0
Сыр Ecomilk Fetica греческий традиционный мягкий рассольный 40% БЗМЖ 275г,4226887,шт,1.0,4.91,3459,186.99,275 г,275.0,13.5,14.5,3.7,200.0,5,8.0
Пшено шлифованное 1 сорт 900г,3231330,шт,1.0,4.91,11969,34.99,900 г,900.0,11.5,3.3,66.5,348.0,8,8.0
Соус Махеевъ Салатный майонезный 390г,4230763,шт,1.0,4.93,21712,87.99,400 мл,400.0,0.0,40.0,2.5,370.0,2,5.67
Смесь сухая Maggi На второе для макарон в томатно-мясном соусе болонез 30г,2062462,шт,1.0,4.94,6405,,30 г,30.0,11.0,4.3,55.0,317.0,1,7.0
Конфеты Vandenbulcke Морские ракушки шоколадные с начинкой пралине 250г,4363370,шт,1.0,4.89,279,,250 г,250.0,3.5,35.0,53.0,548.0,2,3.33
Бульон Maggi Золотой с курицей в кубиках 72г,3921043,шт,1.0,4.93,10378,45.99,72 г,72.0,2.3,7.1,44.0,251.0,1,5.67
Напиток Nemoloko Миндальный на рисовой основе для питания детей старше 3-х лет 1л,4347757,шт,1.0,4.82,4537,119.99,1 л,1000.0,0.5,1.5,8.5,50.0,4,7.33
Пирожок Хлебозавод №28 с капустой и яйцами 80г,3198878,шт,1.0,4.9,5613,37.99,80 г,80.0,9.0,15.0,44.0,350.0,2,7.0
Гречка Мистраль 900г,53673,шт,1.0,4.94,10925,,900 г,900.0,12.0,3.4,64.2,351.0,8,7.67
Масса творожная Ростагроэкспорт с курагой особая 23% БЗМЖ 180г,3614551,шт,1.0,4.9,5714,124.99,180 г,180.0,7.9,20.7,30.2,339.0,3,5.0
Жевательная резинка Mentos Нежная мята 15.5г,3936418,шт,1.0,4.94,9167,35.99,16 г,16.0,0.5,0.2,67.0,170.0,1,5.0
Рис Global Village Для плова 800г,3992161,шт,1.0,4.93,12247,,800 г,800.0,6.0,9.0,79.0,420.0,8,8.0
Коктейль молочный Растишка ванильное мороженое 2% БЗМЖ 210г,4045396,шт,1.0,4.94,8653,,210 мл,210.0,3.3,2.0,9.9,70.0,4,5.0
Пломбир Коровка из Кореновки шоколадный стаканчик 15% БЗМЖ 100г,3409340,шт,1.0,4.92,9634,108.99,100 г,100.0,2.5,14.0,21.0,222.0,3,8.0
Ветчина Мясная история Из цельного окорока из свинины нарезка 150г,4350169,шт,1.0,4.86,2261,,150 г,150.0,18.0,3.0,1.0,100.0,4,5.67
Набор кондитерских изделий Minis mix подарочный 214г,4373654,шт,1.0,4.93,1043,,214 г,214.0,8.0,25.0,58.0,496.0,1,3.0
Кефир Простоквашино 3.2% БЗМЖ 930г,97452,шт,1.0,4.93,15433,,930 мл,930.0,3.0,3.2,4.0,57.0,6,8.33
Напиток Street газированный 1.5л,4223137,шт,1.0,4.93,12124,114.99,1.5 л,1500.0,0.0,0.0,4.7,20.0,1,5.67
Шоколад Alpen Gold Фундук и изюм молочный 80г,4329958,шт,1.0,4.94,21413,87.99,80 г,80.0,5.4,25.0,60.0,495.0,3,6.0
Напиток энергетический Jaguar Extra Urban Energy Питахайя и гуава газированный 0.44л,4360726,шт,1.0,4.91,21001,79.99,440 мл,440.0,0.0,0.0,12.0,50.0,1,8.0
Чай Tess Pleasure черный с шиповником и яблоком в пакетиках 25х1.5г,2133939,шт,1.0,4.93,9786,,38 г,38.0,0.0,0.0,0.0,0.0,2,6.67
Сыр Sambiel с голубой плесенью 50% БЗМЖ 100г,4074286,шт,1.0,4.79,3045,206.99,100 г,100.0,20.0,28.0,1.8,339.2,6,7.0
Элеш с курицей замороженный п/ф 230г,3635486,шт,1.0,4.45,42,79.99,230 г,230.0,7.0,11.0,26.0,230.0,2,5.67
Сосиски Папа может Молочные вареные 410г,4329781,шт,1.0,4.92,21522,149.99,410 г,410.0,8.0,14.0,3.0,170.0,4,6.0
Арахис жареный соленый,52542,кг,0.2,4.85,8751,,Цена за 1 кг,200.0,28.3,48.7,9.9,596.0,7,7.33
Карамель Рот Фронт Клубника со сливками 250г,2059760,шт,1.0,4.9,1480,,250 г,250.0,0.3,0.5,92.0,380.0,2,5.67
Сыр Hochland Сливочный плавленый 55% БЗМЖ 400г,86080,шт,1.0,4.93,4314,355.99,400 г,400.0,9.8,25.8,4.8,291.0,5,7.33
Козинаки AgroSputnik Богучарские 250г,4152267,шт,1.0,4.93,8408,159.99,250 г,250.0,14.0,35.0,27.0,479.0,2,7.0
Сливки Домик в деревне 10% БЗМЖ 480г,44849,шт,1.0,4.93,5298,,480 г,480.0,2.8,10.0,4.3,118.0,5,6.67
Наггетсы Красная Цена из мяса цыпленка 300г,3606616,шт,1.0,4.88,8292,89.99,300 г,300.0,12.9,9.7,27.4,248.5,4,5.0
Смесь Mixbar из жареных орехов с цукатами 130г,3992925,шт,1.0,4.9,3377,,130 г,130.0,9.0,17.0,59.0,430.0,4,7.0
Чай зеленый Curtis Delicate Mango 20х1.8г,3495758,шт,1.0,4.93,7090,,20 шт,-1.0,0.0,0.0,0.0,0.0,2,6.67
Шоколадный батончик Twix с карамелью 55г,7650,шт,1.0,4.94,18769,49.99,55 г,55.0,3.9,24.0,65.4,495.0,2,6.67
Лапша Вок с курицей Пятерочка Кафе 250г,4364662,шт,1.0,4.8,766,189.99,250 г,250.0,6.9,8.1,14.0,157.0,3,7.33
Продукт кисломолочный Actimuno Ягодный микс 1.5% БЗМЖ 95г,4311967,шт,1.0,4.94,7313,32.99,95 г,95.0,2.7,1.5,11.8,72.0,6,7.67
Масло сливочное Вкуснотеево Традиционное 82.5% БЗМЖ 200г,3612778,шт,1.0,4.93,8146,307.99,200 г,200.0,0.6,82.5,0.8,748.0,5,9.0
Сок Сады Придонья зеленое яблоко 125мл,3049629,шт,1.0,4.95,10094,,125 мл,125.0,0.0,0.0,11.5,46.0,2,8.0
Cоус Mivimex соевый Микс чили и чеснок 200г,4340903,шт,1.0,4.91,4574,65.99,200 г,200.0,3.5,0.1,3.5,30.0,3,3.0
Творог Простоквашино 2% БЗМЖ 200г,4121611,шт,1.0,4.94,8989,104.99,200 г,200.0,17.0,2.0,3.3,99.0,3,8.0
Сухарики MixBar ржано-пшеничные со вкусом бекона 50г,4049143,шт,1.0,4.91,20323,16.99,50 г,50.0,10.0,9.1,75.1,422.0,2,3.0
Вафли мягкие Шарлиз Черника с суфле и начинкой 144г,4204122,шт,1.0,4.91,6035,,144 г,144.0,5.0,22.0,52.0,430.0,2,7.0
Печенье Юбилейное молочное витаминизированное с глазурью 116г,3472180,шт,1.0,4.93,12728,69.99,116 г,116.0,7.0,21.0,65.0,480.0,3,7.0
Зефир Красная Цена ванильный 180г,3466802,шт,1.0,4.91,12807,62.99,180 г,180.0,1.0,0.0,81.0,310.0,2,6.0
Чипсы картофельные Lay's Из печи Лисички в сметане 85г,3671742,шт,1.0,4.93,14063,126.99,85 г,85.0,5.0,16.0,70.0,445.0,1,3.33
Лист лавровый Красная цена 10г,3346654,шт,1.0,4.91,19608,10.99,10 г,10.0,8.0,8.0,75.0,406.0,1,2.0
Белок яичный Вкус & Польза пастеризованный жидкий охлажденный 330мл,4357606,шт,1.0,4.88,703,,330 мл,330.0,13.0,0.0,1.0,56.0,8,9.0
Манка 900г,2085836,шт,1.0,4.93,11594,43.99,900 г,900.0,12.0,1.0,67.0,334.0,8,5.67
Коктейль из морепродуктов Fish House в рассоле 300г,3472042,шт,1.0,4.87,9940,249.99,300 г,300.0,7.5,1.0,0.0,40.0,8,3.0
Гвоздика Рестория целая 15г,4167079,шт,1.0,4.93,4490,76.99,15 г,15.0,0.0,0.0,0.0,0.0,1,9.0
Пельмени Горячая штучка Бульмени с говядиной и свининой 400г,4354320,шт,1.0,4.9,13241,,400 г,400.0,8.0,10.0,29.0,240.0,4,4.67
Мука Селяночка Пшеничная хлебопекарная высший сорт 1кг,4045920,шт,1.0,4.94,14898,54.99,1 кг,1000.0,10.0,1.0,71.0,330.0,5,9.0
Соус майонезный Махеевъ Цезарь 200г,3679725,шт,1.0,4.91,8245,,200 г,200.0,0.0,50.5,1.5,461.0,2,6.0
Вареники Рестория с творогом 450г,4097611,шт,1.0,4.84,1670,199.99,450 г,450.0,3.5,4.0,35.0,190.0,5,7.67
"Жевательная резинка Mentos Pure Fresh Тутти Фрутти, 15.5г",3936417,шт,1.0,4.94,14603,35.99,15 г,15.0,0.0,0.1,74.0,180.0,1,4.0
Смесь овощная 4 Сезона Овощи по-деревенски быстрозамороженная 400г,68163,шт,1.0,4.89,2609,,400 г,400.0,3.0,0.5,16.0,80.0,6,8.0
Минтай Fish House вяленый соломка c перцем 70г,3365408,шт,1.0,4.83,5402,142.99,70 г,70.0,46.7,8.6,1.0,212.0,4,4.0
Торт Mirel Шоколадный тоффи 580г,4353817,шт,1.0,4.87,4066,629.99,580 г,580.0,4.5,19.0,41.0,360.0,2,2.0
Масло Вкус & Польза кокосовое нерафинированное первого холодного отжима 250мл,4379369,шт,1.0,4.89,19,379.99,250 мл,250.0,0.0,100.0,0.0,900.0,8,8.0
Рулька свиная Мираторг в специях охлажденная,3367417,кг,1.3,4.81,1054,399.99,Цена за 1 кг,1300.0,15.0,18.0,0.0,200.0,6,5.67
Драже Skittles Фруктовый вкус 38г,98225,шт,1.0,4.94,12387,49.99,38 г,38.0,0.0,4.2,91.7,408.0,2,3.33
Семечки Золотая семечка 200г,3014404,шт,1.0,4.92,4711,129.99,200 г,200.0,22.0,56.0,5.0,610.0,2,8.0
Хек Fish House тушка замороженная 800г,3638883,шт,1.0,4.79,2742,369.99,800 г,800.0,22.0,2.0,0.0,106.0,7,6.67
Крабовые палочки Fish House Снежный краб имитация охлажденные 200г,3297408,шт,1.0,4.89,13552,159.99,200 г,200.0,5.5,3.5,16.0,120.0,5,5.67
Конфеты Рот Фронт Маска,41483,кг,0.2,4.9,11530,42.49,Цена за 100 г,200.0,9.0,31.0,54.0,530.0,2,3.33
Смесь сухая Maggi На второе для гуляша 37г,3182060,шт,1.0,4.94,6785,59.99,37 г,37.0,8.9,4.3,60.0,331.0,1,5.0
Щербет Караван-сарай молочно-арахисовый 250г,4087470,шт,1.0,4.88,5056,,250 г,250.0,5.0,12.0,76.0,430.0,2,8.0
Батончик кокосовый Snaq Fabriq Шоколад 40г,4192933,шт,1.0,4.92,3230,,40 г,40.0,7.9,28.0,8.8,399.0,7,6.67
Креветки королевские Бухта Изобилия варено-мороженые очищенные 300г,3641931,шт,1.0,4.85,268,619.99,300 г,300.0,15.7,0.3,0.0,65.5,7,8.33
Гречка Агро-Альянс Экстра элитная 900г,14301,шт,1.0,4.93,8189,147.99,900 г,900.0,13.0,3.0,68.0,350.0,8,8.0
Набор кондитерской продукции Alpen Gold 152.45г,4377670,шт,1.0,4.33,21,449.99,153 г,153.0,5.9,29.0,58.0,527.0,2,4.33
Напиток Nemoloko овсяный классический с витаминами и минералами 200мл,4269556,шт,1.0,4.87,5283,29.99,200 мл,200.0,1.0,3.2,6.5,60.0,4,8.0
Карамель Lenco Монстрики Ассорти леденцовая 11г,4284962,шт,1.0,4.89,5078,54.99,11 г,11.0,0.0,0.0,90.0,360.0,2,2.33
Масло подсолнечное Слобода рафинированное дезодорированное 1л,21676,шт,1.0,4.94,38014,149.99,1 л,1000.0,0.0,99.9,0.0,899.0,8,5.0
Сочень с творогом замороженный п/ф 110г,4118627,шт,1.0,4.53,30,49.99,110 г,110.0,8.0,18.0,46.0,380.0,2,6.67
Фрикасе из курицы с гречневой кашей Пятерочка Кафе 250г,4384745,шт,1.0,4.8,64,209.99,250 г,250.0,6.8,8.3,16.3,173.0,3,6.33
